0.015025005,1235,1
0.036358005,1435,1
0.057691005,1475,1
0.079024005,1210,1
0.100357005,1205,1
0.121690005,1195,1
0.143023005,1255,1
0.164356005,1625,1
0.185689005,1450,1
0.207022005,1240,1
0.228355005,1250,1
0.249688005,1220,1
0.271021005,1215,1
0.292354005,1195,1
0.313687005,1195,1
0.335020005,1260,1
0.356353005,1185,1
0.377686005,1275,1
0.399019005,1235,1
0.420352005,1245,1
0.441685005,1215,1
0.463018005,1355,1
0.484351005,1225,1
0.505684005,1265,1
0.527017005,1235,1
0.548350005,1240,1
0.569683005,1265,1
0.591016005,1225,1
0.612349005,1285,1
0.633682005,1275,1
0.655015005,1465,1
0.676348005,1275,1
0.697681005,1255,1
0.719014005,1315,1
0.740347005,1255,1
0.761680005,1475,1
0.783013005,1230,1
0.804346005,1240,1
0.825679005,1245,1
0.847012005,1490,1
0.868345005,1245,1
0.889678005,1210,1
0.911011005,1215,1
0.932344005,1235,1
0.953677005,1185,1
0.975010005,1345,1
0.996343005,1170,1
1.017676005,1425,1
1.039009005,1390,1
1.060342005,1415,1
1.081675005,1130,1
1.103008005,1135,1
1.124341005,1205,1
1.145674005,1190,1
1.167007005,1230,1
1.188340005,1200,1
1.209673005,1865,1
1.231006005,1230,1
1.252339005,1160,1
1.273672005,1195,1
1.295005005,1165,1
1.316338005,1180,1
1.337671005,1220,1
1.359004005,1225,1
1.380337005,1250,1
1.401670005,1205,1
1.423003005,1240,1
1.444336005,1260,1
1.465669005,1240,1
1.487002005,1245,1
1.508335005,1225,1
1.529668005,1270,1
1.551001005,1225,1
1.572334005,1245,1
1.593667005,1245,1
1.615000005,1255,1
1.636333005,1270,1
1.657666005,1285,1
1.678999005,1215,1
1.700332005,1235,1
1.721665005,1250,1
1.742998005,1240,1
1.764331005,1240,1
1.785664005,1280,1
1.806997005,1270,1
1.828330005,1245,1
1.849663005,1280,1
1.870996005,1340,1
1.892329005,1350,1
1.913662005,1280,1
1.934995005,1300,1
1.956328005,1245,1
1.977661005,1255,1
1.998994005,1240,1
2.020327005,1270,1
2.041660005,1265,1
2.062993005,1325,1
2.084326005,1275,1
2.105659005,1260,1
2.126992005,1290,1
2.148325005,1230,1
2.169658005,1255,1
2.190991005,1375,1
2.212324005,1410,1
2.233657005,1290,1
2.254990005,1240,1
2.276323005,1245,1
2.297656005,1295,1
2.318989005,1310,1
2.340322005,1270,1
2.361655005,1250,1
2.382988005,1255,1
2.404321005,1300,1
2.425654005,1320,1
2.446987005,1275,1
2.468320005,1480,1
2.489653005,1405,1
2.510986005,1275,1
2.532319005,1315,1
2.553652005,1235,1
2.574985005,1270,1
2.596318005,1280,1
2.617651005,1385,1
2.638984005,1295,1
2.660317005,1295,1
2.681650005,1300,1
2.702983005,1310,1
2.724316005,1400,1
2.745649005,1415,1
2.766982005,1255,1
2.788315005,1255,1
2.809648005,1245,1
2.830981005,1210,1
2.852314005,1210,1
2.873647005,1215,1
2.894980005,1945,1
2.916313005,1460,1
2.937646005,1160,1
2.958979005,1180,1
2.980312005,1175,1
3.001645005,1300,1
3.022978005,1250,1
3.044311005,1240,1
3.065644005,1180,1
3.086977005,1845,1
3.108310005,1150,1
3.129643005,1170,1
3.150976005,1265,1
3.172309005,1220,1
3.193642005,1230,1
3.214975005,1345,1
3.236308005,1200,1
3.257641005,1195,1
3.278974005,1310,1
3.300307005,1285,1
3.321640005,1215,1
3.342973005,1200,1
3.364306005,1295,1
3.385639005,1315,1
3.406972005,1250,1
3.428305005,1215,1
3.449638005,1245,1
3.470971005,1305,1
3.492304005,1295,1
3.513637005,1305,1
3.534970005,1305,1
3.556303005,1395,1
3.577636005,1295,1
3.598969005,1255,1
3.620302005,1360,1
3.641635005,1245,1
3.662968005,1255,1
3.684301005,1260,1
3.705634005,1260,1
3.726967005,1300,1
3.748300005,1255,1
3.769633005,1225,1
3.790966005,1215,1
3.812299005,1280,1
3.833632005,1290,1
3.854965005,1330,1
3.876298005,1335,1
3.897631005,1230,1
3.918964005,1190,1
3.940297005,1190,1
3.961630005,1185,1
3.982963005,1220,1
4.004296005,1230,1
4.025629005,1250,1
4.046962005,1290,1
4.068295005,1300,1
4.089628005,1260,1
4.110961005,1325,1
4.132294005,1305,1
4.153627005,1320,1
4.174960005,1290,1
4.196293005,1280,1
4.217626005,1290,1
4.238959005,1295,1
4.260292005,1255,1
4.281625005,1310,1
4.302958005,1300,1
4.324291005,1305,1
4.345624005,1255,1
4.366957005,1290,1
4.388290005,1350,1
4.409623005,1340,1
4.430956005,1280,1
4.452289005,1270,1
4.473622005,1295,1
4.494955005,1215,1
4.516288005,1220,1
4.537621005,1245,1
4.558954005,1250,1
4.580287005,1255,1
4.601620005,1250,1
4.622953005,1255,1
4.644286005,1310,1
4.665619005,1275,1
4.686952005,1280,1
4.708285005,1305,1
4.729618005,1470,1
4.750951005,1530,1
4.772284005,1475,1
4.793617005,1160,1
4.814950005,1200,1
4.836283005,1230,1
4.857616005,1235,1
4.878949005,1230,1
4.900282005,1255,1
4.921615005,1265,1
4.942948005,1855,1
4.964281005,1105,1
4.985614005,1185,1
5.006947005,1220,1
5.028280005,1205,1
5.049613005,1235,1
5.070946005,1270,1
5.092279005,1200,1
5.113612005,1300,1
5.134945005,1265,1
5.156278005,1240,1
5.177611005,1330,1
5.198944005,1260,1
5.220277005,1280,1
5.241610005,1275,1
5.262943005,1335,1
5.284276005,1255,1
5.305609005,1295,1
5.326942005,1390,1
5.348275005,1485,1
5.369608005,1395,1
5.390941005,1240,1
5.412274005,1210,1
5.433607005,1230,1
5.454940005,1180,1
5.476273005,1195,1
5.497606005,1220,1
5.518939005,1250,1
5.540272005,1375,1
5.561605005,1425,1
5.582938005,1495,1
5.604271005,1310,1
5.625604005,1220,1
5.646937005,1210,1
5.668270005,1230,1
5.689603005,1210,1
5.710936005,1240,1
5.732269005,1405,1
5.753602005,1345,1
5.774935005,1160,1
5.796268005,1145,1
5.817601005,1195,1
5.838934005,1230,1
5.860267005,1250,1
5.881600005,1260,1
5.902933005,1280,1
5.924266005,1450,1
5.945599005,1355,1
5.966932005,1230,1
5.988265005,1495,1
6.009598005,1345,1
6.030931005,1295,1
6.052264005,1180,1
6.073597005,1130,1
6.094930005,1210,1
6.116263005,1150,1
6.137596005,1225,1
6.158929005,1175,1
6.180262005,1210,1
6.201595005,1130,1
6.222928005,1215,1
6.244261005,1250,1
6.265594005,1245,1
6.286927005,1225,1
6.308260005,1215,1
6.329593005,1285,1
6.350926005,1255,1
6.372259005,1260,1
6.393592005,1275,1
6.414925005,1270,1
6.436258005,1400,1
6.457591005,1190,1
6.478924005,1210,1
6.500257005,1350,1
6.521590005,1220,1
6.542923005,1245,1
6.564256005,1280,1
6.585589005,1210,1
6.606922005,1275,1
6.628255005,1245,1
6.649588005,1220,1
6.670921005,1235,1
6.692254005,1245,1
6.713587005,1315,1
6.734920005,1295,1
6.756253005,1240,1
6.777586005,1285,1
6.798919005,1235,1
6.820252005,1265,1
6.841585005,1255,1
6.862918005,1255,1
6.884251005,1250,1
6.905584005,1260,1
6.926917005,1270,1
6.948250005,1295,1
6.969583005,1305,1
6.990916005,1315,1
7.012249005,1255,1
7.033582005,1345,1
7.054915005,1310,1
7.076248005,1305,1
7.097581005,1285,1
7.118914005,1330,1
7.140247005,1315,1
7.161580005,1325,1
7.182913005,1265,1
7.204246005,1285,1
7.225579005,1295,1
7.246912005,1265,1
7.268245005,1300,1
7.289578005,1370,1
